CardID,CustomerID,AccountID,CardType,CardStatus,IssueDate,ExpiryDate
CARD0634,CUST0261,ACC0004,Amex Platinum,Active,2022-11-24,2027-11-23
CARD0635,CUST0955,ACC0468,Amex Platinum,Active,2022-12-17,2027-12-16
CARD0636,CUST0914,ACC0892,Amex Platinum,Blocked,2024-12-20,2029-12-19
CARD0637,CUST0874,ACC0716,Mastercard Standard,Expired,2022-10-25,2027-10-24
CARD0638,CUST0739,ACC0412,Visa Platinum,Blocked,2023-01-13,2028-01-12
CARD0639,CUST0129,ACC0743,Visa Platinum,Blocked,2025-02-02,2030-02-01
CARD0640,CUST0705,ACC0856,Amex Platinum,Blocked,2023-10-27,2028-10-25
CARD0641,CUST0556,ACC0910,Amex Platinum,Expired,2024-03-13,2029-03-12
CARD0642,CUST0635,ACC0948,Amex Platinum,Blocked,2022-09-30,2027-09-29
CARD0643,CUST0531,ACC0143,Amex Platinum,Expired,2024-05-28,2029-05-27
CARD0644,CUST0008,ACC0027,Visa Platinum,Blocked,2022-07-27,2027-07-26
CARD0645,CUST0972,ACC0617,Amex Platinum,Expired,2021-01-21,2026-01-20
CARD0646,CUST0729,ACC0126,Visa Gold,Blocked,2024-02-02,2029-01-31
CARD0647,CUST0356,ACC0890,Amex Platinum,Blocked,2021-01-31,2026-01-30
CARD0648,CUST0462,ACC0544,Visa Platinum,Blocked,2021-08-18,2026-08-17
CARD0649,CUST0953,ACC0287,Visa Gold,Blocked,2024-01-17,2029-01-15
CARD0650,CUST0330,ACC0974,Visa Platinum,Active,2021-04-04,2026-04-03
CARD0651,CUST0071,ACC0717,Mastercard Standard,Blocked,2025-09-20,2030-09-19
CARD0652,CUST0150,ACC0770,Visa Gold,Blocked,2021-12-24,2026-12-23
CARD0653,CUST0116,ACC0835,Visa Platinum,Expired,2022-03-19,2027-03-18
CARD0654,CUST0423,ACC0255,Visa Gold,Blocked,2023-06-22,2028-06-20
CARD0655,CUST0628,ACC0378,Mastercard Standard,Expired,2024-09-30,2029-09-29
CARD0656,CUST0267,ACC0463,Amex Platinum,Expired,2022-08-27,2027-08-26
CARD0657,CUST0318,ACC0634,Visa Platinum,Expired,2025-12-25,2030-12-24
CARD0658,CUST0628,ACC0703,Visa Gold,Blocked,2024-01-24,2029-01-22
CARD0659,CUST0816,ACC0675,Visa Gold,Active,2021-05-17,2026-05-16
CARD0660,CUST0825,ACC0891,Mastercard Standard,Blocked,2021-04-03,2026-04-02
CARD0661,CUST0800,ACC0487,Mastercard Standard,Expired,2022-09-11,2027-09-10
CARD0662,CUST0728,ACC0528,Visa Platinum,Expired,2022-09-07,2027-09-06
CARD0663,CUST0757,ACC0424,Mastercard Standard,Expired,2023-06-02,2028-05-31
CARD0664,CUST0562,ACC0677,Amex Platinum,Expired,2022-06-26,2027-06-25
CARD0665,CUST0621,ACC0193,Visa Platinum,Active,2022-11-12,2027-11-11
CARD0666,CUST0261,ACC0004,Amex Platinum,Active,2023-03-26,2028-03-24
CARD0667,CUST0869,ACC0654,Visa Platinum,Blocked,2022-06-26,2027-06-25
CARD0668,CUST0856,ACC0981,Visa Platinum,Active,2023-11-22,2028-11-20
CARD0669,CUST0510,ACC0965,Visa Platinum,Expired,2025-09-19,2030-09-18
CARD0670,CUST0224,ACC0833,Visa Gold,Active,2023-02-04,2028-02-03
CARD0671,CUST0903,ACC0330,Visa Platinum,Blocked,2022-07-09,2027-07-08
CARD0672,CUST0006,ACC0018,Visa Gold,Blocked,2022-09-01,2027-08-31
CARD0673,CUST0011,ACC0649,Visa Platinum,Active,2021-03-08,2026-03-07
CARD0674,CUST0009,ACC0369,Amex Platinum,Active,2022-07-02,2027-07-01
CARD0675,CUST0198,ACC0895,Visa Gold,Expired,2023-03-25,2028-03-23
CARD0676,CUST0375,ACC0047,Amex Platinum,Expired,2021-11-11,2026-11-10
CARD0677,CUST0585,ACC0993,Mastercard Standard,Expired,2021-03-07,2026-03-06
CARD0678,CUST0204,ACC0827,Visa Gold,Blocked,2022-03-03,2027-03-02
CARD0679,CUST0351,ACC0754,Visa Gold,Blocked,2024-03-23,2029-03-22
CARD0680,CUST0282,ACC0334,Visa Gold,Active,2021-12-11,2026-12-10
CARD0681,CUST0082,ACC0695,Amex Platinum,Expired,2023-11-18,2028-11-16
CARD0682,CUST0261,ACC0455,Visa Platinum,Active,2022-10-16,2027-10-15
CARD0683,CUST0883,ACC0240,Visa Gold,Active,2023-08-06,2028-08-04
CARD0684,CUST0612,ACC0622,Visa Platinum,Blocked,2024-11-18,2029-11-17
CARD0685,CUST0911,ACC0497,Mastercard Standard,Expired,2023-01-17,2028-01-16
CARD0686,CUST0834,ACC0410,Visa Platinum,Active,2024-02-23,2029-02-21
CARD0687,CUST0805,ACC0757,Visa Gold,Blocked,2024-03-02,2029-03-01
CARD0688,CUST0578,ACC0628,Visa Platinum,Expired,2022-06-17,2027-06-16
CARD0689,CUST0163,ACC0814,Visa Gold,Expired,2025-06-26,2030-06-25
CARD0690,CUST0103,ACC0084,Visa Gold,Expired,2024-09-09,2029-09-08
CARD0691,CUST0882,ACC0357,Amex Platinum,Blocked,2021-07-23,2026-07-22
CARD0692,CUST0324,ACC0439,Visa Platinum,Expired,2022-01-04,2027-01-03
CARD0693,CUST0195,ACC0962,Visa Platinum,Active,2022-03-25,2027-03-24
CARD0694,CUST0329,ACC0954,Amex Platinum,Blocked,2022-02-11,2027-02-10
CARD0695,CUST0510,ACC0965,Visa Platinum,Expired,2022-08-13,2027-08-12
CARD0696,CUST0329,ACC0954,Mastercard Standard,Blocked,2022-08-19,2027-08-18
CARD0697,CUST0292,ACC0488,Amex Platinum,Blocked,2025-07-13,2030-07-12
CARD0698,CUST0816,ACC0675,Amex Platinum,Blocked,2024-03-21,2029-03-20
CARD0699,CUST0719,ACC0878,Mastercard Standard,Expired,2024-03-08,2029-03-07
CARD0700,CUST0071,ACC0717,Amex Platinum,Blocked,2023-09-15,2028-09-13
CARD0701,CUST0568,ACC0927,Visa Gold,Blocked,2024-08-27,2029-08-26
CARD0702,CUST0094,ACC0103,Mastercard Standard,Blocked,2023-01-30,2028-01-29
CARD0703,CUST0506,ACC0752,Visa Gold,Active,2021-05-24,2026-05-23
CARD0704,CUST0430,ACC0395,Visa Platinum,Active,2025-12-30,2030-12-29
CARD0705,CUST0855,ACC0301,Visa Gold,Expired,2022-08-11,2027-08-10
CARD0706,CUST0612,ACC0622,Visa Gold,Expired,2025-07-22,2030-07-21
CARD0707,CUST0005,ACC0200,Visa Platinum,Expired,2023-07-03,2028-07-01
CARD0708,CUST0193,ACC0730,Visa Platinum,Blocked,2022-04-07,2027-04-06
CARD0709,CUST0803,ACC0147,Visa Gold,Expired,2023-10-16,2028-10-14
CARD0710,CUST0825,ACC0891,Amex Platinum,Active,2023-02-07,2028-02-06
CARD0711,CUST0278,ACC0533,Amex Platinum,Blocked,2021-06-15,2026-06-14
CARD0712,CUST0387,ACC0898,Amex Platinum,Blocked,2023-05-21,2028-05-19
CARD0713,CUST0317,ACC0586,Mastercard Standard,Expired,2022-01-28,2027-01-27
CARD0714,CUST0534,ACC0804,Mastercard Standard,Blocked,2025-04-29,2030-04-28
CARD0715,CUST0719,ACC0878,Visa Platinum,Blocked,2025-12-20,2030-12-19
CARD0716,CUST0051,ACC0734,Amex Platinum,Active,2025-02-28,2030-02-27
CARD0717,CUST0870,ACC0517,Visa Platinum,Active,2022-10-13,2027-10-12
CARD0718,CUST0324,ACC0033,Mastercard Standard,Blocked,2021-09-10,2026-09-09
CARD0719,CUST0793,ACC0131,Visa Gold,Expired,2025-01-02,2030-01-01
CARD0720,CUST0951,ACC0510,Amex Platinum,Active,2021-07-21,2026-07-20
CARD0721,CUST0746,ACC0816,Visa Platinum,Blocked,2022-06-05,2027-06-04
CARD0722,CUST0821,ACC0090,Visa Platinum,Expired,2025-04-30,2030-04-29
CARD0723,CUST0123,ACC0309,Amex Platinum,Active,2024-04-20,2029-04-19
CARD0724,CUST0803,ACC0853,Visa Gold,Expired,2025-05-01,2030-04-30
CARD0725,CUST0400,ACC0690,Visa Platinum,Blocked,2024-03-08,2029-03-07
CARD0726,CUST0407,ACC0562,Amex Platinum,Expired,2025-03-30,2030-03-29
CARD0727,CUST0022,ACC0896,Visa Platinum,Expired,2025-06-01,2030-05-31
CARD0728,CUST0621,ACC0479,Visa Gold,Expired,2024-12-13,2029-12-12
CARD0729,CUST0531,ACC0173,Amex Platinum,Active,2022-07-11,2027-07-10
CARD0730,CUST0332,ACC0918,Amex Platinum,Blocked,2023-09-27,2028-09-25
CARD0731,CUST0860,ACC0457,Mastercard Standard,Blocked,2024-03-07,2029-03-06
CARD0732,CUST0675,ACC0978,Amex Platinum,Blocked,2025-06-21,2030-06-20
CARD0733,CUST0394,ACC0119,Amex Platinum,Active,2025-02-10,2030-02-09
CARD0734,CUST0794,ACC0494,Visa Platinum,Blocked,2025-03-18,2030-03-17
CARD0735,CUST0194,ACC0679,Visa Gold,Active,2025-01-11,2030-01-10
CARD0736,CUST0258,ACC0554,Mastercard Standard,Blocked,2023-04-14,2028-04-12
CARD0737,CUST0649,ACC0247,Amex Platinum,Active,2025-12-11,2030-12-10
CARD0738,CUST0694,ACC0250,Visa Platinum,Active,2024-05-30,2029-05-29
CARD0739,CUST0898,ACC0217,Mastercard Standard,Blocked,2025-12-20,2030-12-19
CARD0740,CUST0755,ACC0175,Visa Gold,Expired,2021-04-24,2026-04-23
CARD0741,CUST0273,ACC0772,Visa Gold,Active,2022-10-06,2027-10-05
CARD0742,CUST0565,ACC0967,Visa Gold,Active,2022-11-14,2027-11-13
CARD0743,CUST0008,ACC0676,Mastercard Standard,Blocked,2022-09-23,2027-09-22
CARD0744,CUST0071,ACC0717,Mastercard Standard,Blocked,2024-11-05,2029-11-04
CARD0745,CUST0629,ACC0092,Visa Gold,Active,2022-12-30,2027-12-29
CARD0746,CUST0446,ACC0109,Visa Platinum,Blocked,2024-05-15,2029-05-14
CARD0747,CUST0582,ACC0446,Mastercard Standard,Blocked,2022-11-11,2027-11-10
CARD0748,CUST0156,ACC0733,Visa Platinum,Expired,2023-08-09,2028-08-07
CARD0749,CUST0211,ACC0030,Visa Gold,Active,2024-08-13,2029-08-12
CARD0750,CUST0799,ACC0165,Visa Gold,Active,2024-03-17,2029-03-16
CARD0751,CUST0636,ACC0952,Visa Platinum,Blocked,2025-11-11,2030-11-10
CARD0752,CUST0636,ACC0952,Visa Gold,Active,2022-05-04,2027-05-03
CARD0753,CUST0503,ACC0335,Mastercard Standard,Blocked,2024-03-08,2029-03-07
CARD0754,CUST0937,ACC0925,Visa Platinum,Blocked,2023-03-02,2028-02-29
CARD0755,CUST0435,ACC0393,Visa Platinum,Expired,2025-09-07,2030-09-06
CARD0756,CUST0849,ACC0785,Visa Gold,Expired,2021-09-21,2026-09-20
CARD0757,CUST0932,ACC0288,Visa Platinum,Expired,2022-02-22,2027-02-21
CARD0758,CUST0387,ACC0226,Mastercard Standard,Active,2021-09-19,2026-09-18
CARD0759,CUST0023,ACC0737,Visa Gold,Active,2023-07-06,2028-07-04
CARD0760,CUST0255,ACC0264,Visa Gold,Expired,2024-10-13,2029-10-12
CARD0761,CUST0575,ACC0682,Amex Platinum,Blocked,2025-05-31,2030-05-30
CARD0762,CUST0292,ACC0488,Visa Gold,Active,2023-12-29,2028-12-27
CARD0763,CUST0114,ACC0975,Visa Gold,Expired,2022-12-17,2027-12-16
CARD0764,CUST0480,ACC0920,Mastercard Standard,Active,2025-12-20,2030-12-19
CARD0765,CUST0733,ACC0687,Visa Gold,Blocked,2021-05-08,2026-05-07
CARD0766,CUST0987,ACC0127,Mastercard Standard,Expired,2024-12-16,2029-12-15
CARD0767,CUST0575,ACC0682,Visa Gold,Active,2025-05-11,2030-05-10
CARD0768,CUST0673,ACC0140,Mastercard Standard,Blocked,2023-11-12,2028-11-10
CARD0769,CUST0190,ACC0945,Mastercard Standard,Active,2024-08-16,2029-08-15
CARD0770,CUST0875,ACC0548,Amex Platinum,Active,2024-11-02,2029-11-01
CARD0771,CUST0011,ACC0649,Visa Platinum,Blocked,2024-12-23,2029-12-22
CARD0772,CUST0129,ACC0743,Mastercard Standard,Blocked,2024-09-05,2029-09-04
CARD0773,CUST0980,ACC0504,Amex Platinum,Active,2024-06-24,2029-06-23
CARD0774,CUST0714,ACC0093,Mastercard Standard,Expired,2024-02-16,2029-02-14
CARD0775,CUST0645,ACC0815,Visa Platinum,Expired,2025-03-26,2030-03-25
CARD0776,CUST0665,ACC0709,Visa Gold,Blocked,2023-09-12,2028-09-10
CARD0777,CUST0408,ACC0341,Mastercard Standard,Blocked,2023-04-29,2028-04-27
CARD0778,CUST0450,ACC0893,Amex Platinum,Blocked,2024-04-02,2029-04-01
CARD0779,CUST0250,ACC0230,Visa Gold,Active,2021-03-18,2026-03-17
CARD0780,CUST0739,ACC0955,Visa Platinum,Blocked,2022-07-12,2027-07-11
CARD0781,CUST0291,ACC0590,Visa Gold,Blocked,2024-10-04,2029-10-03
CARD0782,CUST0849,ACC0785,Amex Platinum,Expired,2022-12-28,2027-12-27
CARD0783,CUST0020,ACC0947,Amex Platinum,Blocked,2023-04-06,2028-04-04
CARD0784,CUST0993,ACC0616,Visa Gold,Active,2021-08-24,2026-08-23
CARD0785,CUST0353,ACC0067,Mastercard Standard,Expired,2024-01-21,2029-01-19
CARD0786,CUST0009,ACC0660,Visa Platinum,Blocked,2021-09-14,2026-09-13
CARD0787,CUST0554,ACC0352,Visa Platinum,Expired,2023-07-05,2028-07-03
CARD0788,CUST0982,ACC0387,Amex Platinum,Blocked,2025-04-08,2030-04-07
CARD0789,CUST0303,ACC0933,Visa Gold,Expired,2025-05-13,2030-05-12
CARD0790,CUST0993,ACC0735,Visa Gold,Active,2025-08-26,2030-08-25
CARD0791,CUST0475,ACC0761,Visa Platinum,Expired,2021-08-31,2026-08-30
CARD0792,CUST0351,ACC0754,Visa Platinum,Active,2023-05-09,2028-05-07
CARD0793,CUST0129,ACC0743,Visa Platinum,Blocked,2022-12-09,2027-12-08
CARD0794,CUST0189,ACC0391,Visa Platinum,Active,2021-11-02,2026-11-01
CARD0795,CUST0441,ACC0670,Mastercard Standard,Blocked,2022-01-04,2027-01-03
CARD0796,CUST0481,ACC0658,Amex Platinum,Expired,2021-08-10,2026-08-09
CARD0797,CUST0534,ACC0804,Visa Platinum,Active,2024-01-25,2029-01-23
CARD0798,CUST0086,ACC0576,Mastercard Standard,Blocked,2021-04-29,2026-04-28
CARD0799,CUST0197,ACC0990,Mastercard Standard,Blocked,2025-08-24,2030-08-23
CARD0800,CUST0158,ACC0877,Mastercard Standard,Active,2022-09-15,2027-09-14
CARD0801,CUST0408,ACC0448,Amex Platinum,Blocked,2023-11-03,2028-11-01
CARD0802,CUST0370,ACC0828,Visa Gold,Expired,2022-09-03,2027-09-02
CARD0803,CUST0601,ACC0239,Amex Platinum,Expired,2023-10-20,2028-10-18
CARD0804,CUST0789,ACC0229,Visa Platinum,Blocked,2023-02-16,2028-02-15
CARD0805,CUST0096,ACC0266,Visa Platinum,Expired,2023-07-30,2028-07-28
CARD0806,CUST0394,ACC0119,Visa Gold,Active,2023-05-03,2028-05-01
CARD0807,CUST0212,ACC0298,Visa Platinum,Blocked,2022-08-16,2027-08-15
CARD0808,CUST0821,ACC0090,Amex Platinum,Blocked,2022-03-05,2027-03-04
CARD0809,CUST0082,ACC0115,Visa Gold,Active,2025-08-15,2030-08-14
CARD0810,CUST0629,ACC0092,Visa Gold,Active,2023-03-23,2028-03-21
CARD0811,CUST0434,ACC0349,Visa Platinum,Expired,2021-01-27,2026-01-26
CARD0812,CUST0511,ACC0759,Mastercard Standard,Blocked,2023-07-20,2028-07-18
CARD0813,CUST0479,ACC0607,Visa Gold,Expired,2023-05-26,2028-05-24
CARD0814,CUST0839,ACC0960,Amex Platinum,Blocked,2023-12-13,2028-12-11
CARD0815,CUST0621,ACC0193,Visa Gold,Expired,2024-06-08,2029-06-07
CARD0816,CUST0811,ACC0763,Amex Platinum,Expired,2024-06-14,2029-06-13
CARD0817,CUST0510,ACC0965,Mastercard Standard,Expired,2025-12-07,2030-12-06
CARD0818,CUST0394,ACC0119,Visa Platinum,Blocked,2021-02-06,2026-02-05
CARD0819,CUST0235,ACC0587,Mastercard Standard,Blocked,2025-01-06,2030-01-05
CARD0820,CUST0371,ACC0377,Visa Platinum,Blocked,2025-05-12,2030-05-11
CARD0821,CUST0793,ACC0131,Visa Gold,Blocked,2022-04-09,2027-04-08
CARD0822,CUST0062,ACC0874,Mastercard Standard,Blocked,2024-05-20,2029-05-19
CARD0823,CUST0981,ACC0321,Mastercard Standard,Blocked,2022-12-09,2027-12-08
CARD0824,CUST0536,ACC0977,Mastercard Standard,Blocked,2022-12-07,2027-12-06
CARD0825,CUST0375,ACC0390,Visa Gold,Blocked,2022-10-15,2027-10-14
CARD0826,CUST0454,ACC0591,Visa Gold,Active,2025-01-14,2030-01-13
CARD0827,CUST0431,ACC0755,Visa Platinum,Expired,2022-12-28,2027-12-27
CARD0828,CUST0436,ACC0002,Amex Platinum,Active,2025-05-22,2030-05-21
CARD0829,CUST0878,ACC0319,Mastercard Standard,Blocked,2025-12-29,2030-12-28
CARD0830,CUST0260,ACC0064,Amex Platinum,Active,2025-09-13,2030-09-12
CARD0831,CUST0885,ACC0605,Mastercard Standard,Active,2024-12-27,2029-12-26
CARD0832,CUST0024,ACC0549,Amex Platinum,Expired,2024-12-04,2029-12-03
CARD0833,CUST0200,ACC0195,Visa Platinum,Blocked,2023-11-25,2028-11-23
CARD0834,CUST0347,ACC0868,Visa Gold,Active,2021-09-24,2026-09-23
CARD0835,CUST0382,ACC0398,Amex Platinum,Expired,2023-08-31,2028-08-29
CARD0836,CUST0870,ACC0434,Visa Gold,Expired,2022-08-07,2027-08-06
CARD0837,CUST0505,ACC0328,Mastercard Standard,Blocked,2024-08-25,2029-08-24
CARD0838,CUST0732,ACC0790,Mastercard Standard,Active,2024-07-21,2029-07-20
CARD0839,CUST0595,ACC0374,Amex Platinum,Expired,2022-10-14,2027-10-13
CARD0840,CUST0044,ACC0817,Amex Platinum,Expired,2024-09-24,2029-09-23
CARD0841,CUST0433,ACC0696,Visa Platinum,Expired,2024-10-30,2029-10-29
CARD0842,CUST0675,ACC0957,Amex Platinum,Blocked,2025-10-02,2030-10-01
CARD0843,CUST0746,ACC0816,Mastercard Standard,Active,2021-04-04,2026-04-03
CARD0844,CUST0969,ACC0130,Mastercard Standard,Blocked,2024-03-10,2029-03-09
CARD0845,CUST0278,ACC0533,Mastercard Standard,Active,2022-03-08,2027-03-07
CARD0846,CUST0422,ACC0680,Visa Gold,Blocked,2025-11-30,2030-11-29
CARD0847,CUST0972,ACC0617,Amex Platinum,Expired,2022-02-03,2027-02-02
CARD0848,CUST0885,ACC0605,Amex Platinum,Active,2023-08-08,2028-08-06
CARD0849,CUST0496,ACC0228,Mastercard Standard,Blocked,2021-01-31,2026-01-30
CARD0850,CUST0091,ACC0110,Visa Gold,Expired,2025-04-02,2030-04-01
CARD0851,CUST0586,ACC0405,Visa Gold,Blocked,2024-01-07,2029-01-05
CARD0852,CUST0086,ACC0010,Visa Platinum,Active,2023-11-22,2028-11-20
CARD0853,CUST0241,ACC0552,Visa Gold,Active,2022-12-02,2027-12-01
CARD0854,CUST0062,ACC0873,Visa Platinum,Active,2024-07-26,2029-07-25
CARD0855,CUST0021,ACC0472,Visa Gold,Blocked,2024-08-15,2029-08-14
CARD0856,CUST0494,ACC0324,Mastercard Standard,Expired,2024-06-07,2029-06-06
CARD0857,CUST0523,ACC0149,Amex Platinum,Active,2025-07-29,2030-07-28
CARD0858,CUST0242,ACC0836,Visa Platinum,Blocked,2023-07-20,2028-07-18
CARD0859,CUST0785,ACC0966,Amex Platinum,Expired,2023-10-11,2028-10-09
CARD0860,CUST0634,ACC0304,Visa Gold,Active,2025-12-29,2030-12-28
CARD0861,CUST0159,ACC0858,Visa Platinum,Blocked,2021-03-14,2026-03-13
CARD0862,CUST0990,ACC0225,Amex Platinum,Expired,2025-10-30,2030-10-29
CARD0863,CUST0432,ACC0512,Amex Platinum,Blocked,2021-04-11,2026-04-10
CARD0864,CUST0641,ACC0697,Visa Gold,Expired,2022-03-09,2027-03-08
CARD0865,CUST0571,ACC0467,Mastercard Standard,Blocked,2022-04-23,2027-04-22
CARD0866,CUST0716,ACC0151,Amex Platinum,Active,2023-10-24,2028-10-22
CARD0867,CUST0993,ACC0616,Amex Platinum,Active,2025-11-01,2030-10-31
CARD0868,CUST0755,ACC0291,Amex Platinum,Expired,2025-11-18,2030-11-17
CARD0869,CUST0529,ACC0150,Visa Gold,Expired,2024-04-29,2029-04-28
CARD0870,CUST0339,ACC0765,Visa Gold,Expired,2024-03-30,2029-03-29
CARD0871,CUST0575,ACC0682,Visa Platinum,Expired,2022-09-27,2027-09-26
CARD0872,CUST0993,ACC0870,Visa Gold,Expired,2024-04-28,2029-04-27
CARD0873,CUST0534,ACC0821,Amex Platinum,Expired,2021-07-17,2026-07-16
CARD0874,CUST0249,ACC0848,Amex Platinum,Active,2025-07-19,2030-07-18
CARD0875,CUST0297,ACC0720,Visa Platinum,Expired,2024-04-15,2029-04-14
CARD0876,CUST0110,ACC0036,Amex Platinum,Active,2022-08-09,2027-08-08
CARD0877,CUST0456,ACC0614,Mastercard Standard,Expired,2025-01-15,2030-01-14
CARD0878,CUST0505,ACC0328,Visa Gold,Active,2021-12-04,2026-12-03
CARD0879,CUST0007,ACC0317,Mastercard Standard,Expired,2023-10-19,2028-10-17
CARD0880,CUST0586,ACC0515,Mastercard Standard,Expired,2025-11-05,2030-11-04
CARD0881,CUST0702,ACC0706,Amex Platinum,Blocked,2024-11-03,2029-11-02
CARD0882,CUST0987,ACC0127,Visa Platinum,Active,2023-08-05,2028-08-03
CARD0883,CUST0588,ACC0281,Amex Platinum,Active,2021-10-17,2026-10-16
CARD0884,CUST0954,ACC0869,Visa Gold,Expired,2022-06-17,2027-06-16
CARD0885,CUST0633,ACC0724,Mastercard Standard,Expired,2021-11-21,2026-11-20
CARD0886,CUST0254,ACC0588,Amex Platinum,Active,2025-09-14,2030-09-13
CARD0887,CUST0333,ACC0490,Visa Gold,Blocked,2022-07-06,2027-07-05
CARD0888,CUST0160,ACC0647,Visa Platinum,Expired,2021-04-10,2026-04-09
CARD0889,CUST0010,ACC0849,Amex Platinum,Blocked,2025-02-27,2030-02-26
CARD0890,CUST0589,ACC0221,Visa Platinum,Expired,2021-03-25,2026-03-24
CARD0891,CUST0172,ACC0507,Visa Platinum,Active,2022-08-04,2027-08-03
CARD0892,CUST0235,ACC0299,Mastercard Standard,Blocked,2022-09-11,2027-09-10
CARD0893,CUST0653,ACC0722,Visa Gold,Expired,2021-08-04,2026-08-03
CARD0894,CUST0197,ACC0990,Amex Platinum,Expired,2024-04-13,2029-04-12
CARD0895,CUST0483,ACC0386,Visa Gold,Active,2023-06-01,2028-05-30
CARD0896,CUST0573,ACC0061,Mastercard Standard,Active,2022-10-02,2027-10-01
CARD0897,CUST0054,ACC0830,Amex Platinum,Active,2022-12-26,2027-12-25
CARD0898,CUST0228,ACC0342,Amex Platinum,Active,2023-06-24,2028-06-22
CARD0899,CUST0369,ACC0157,Visa Platinum,Active,2025-06-18,2030-06-17
CARD0900,CUST0249,ACC0848,Visa Gold,Expired,2021-08-06,2026-08-05
CARD0901,CUST0051,ACC0734,Visa Platinum,Active,2024-11-13,2029-11-12
CARD0902,CUST0264,ACC0216,Visa Gold,Expired,2021-06-28,2026-06-27
CARD0903,CUST0954,ACC0869,Amex Platinum,Active,2024-02-20,2029-02-18
CARD0904,CUST0016,ACC0751,Mastercard Standard,Active,2025-05-31,2030-05-30
CARD0905,CUST0675,ACC0957,Mastercard Standard,Active,2021-02-04,2026-02-03
CARD0906,CUST0054,ACC0830,Visa Platinum,Active,2022-06-18,2027-06-17
CARD0907,CUST0776,ACC0231,Visa Gold,Blocked,2023-10-13,2028-10-11
CARD0908,CUST0187,ACC0718,Visa Platinum,Active,2024-06-30,2029-06-29
CARD0909,CUST0351,ACC0754,Visa Gold,Expired,2024-04-30,2029-04-29
CARD0910,CUST0424,ACC0054,Mastercard Standard,Blocked,2022-05-03,2027-05-02
CARD0911,CUST0905,ACC0946,Amex Platinum,Blocked,2021-12-11,2026-12-10
CARD0912,CUST0808,ACC0887,Visa Gold,Active,2022-02-06,2027-02-05
CARD0913,CUST0454,ACC0795,Mastercard Standard,Active,2025-07-25,2030-07-24
CARD0914,CUST0573,ACC0184,Amex Platinum,Blocked,2024-07-23,2029-07-22
CARD0915,CUST0719,ACC0878,Amex Platinum,Blocked,2025-01-25,2030-01-24
CARD0916,CUST0629,ACC0500,Visa Platinum,Blocked,2021-08-02,2026-08-01
CARD0917,CUST0449,ACC0745,Mastercard Standard,Active,2024-04-23,2029-04-22
CARD0918,CUST0287,ACC0402,Visa Platinum,Active,2022-10-04,2027-10-03
CARD0919,CUST0798,ACC0307,Visa Gold,Expired,2022-02-08,2027-02-07
CARD0920,CUST0116,ACC0835,Visa Gold,Blocked,2022-10-02,2027-10-01
CARD0921,CUST0008,ACC0676,Amex Platinum,Expired,2023-08-21,2028-08-19
CARD0922,CUST0270,ACC0935,Mastercard Standard,Expired,2024-09-04,2029-09-03
CARD0923,CUST0954,ACC0869,Mastercard Standard,Blocked,2025-01-15,2030-01-14
CARD0924,CUST0283,ACC0164,Visa Platinum,Expired,2022-05-09,2027-05-08
CARD0925,CUST0592,ACC0023,Visa Platinum,Expired,2025-11-22,2030-11-21
CARD0926,CUST0407,ACC0562,Mastercard Standard,Active,2023-08-23,2028-08-21
CARD0927,CUST0287,ACC0402,Amex Platinum,Blocked,2022-09-23,2027-09-22
CARD0928,CUST0056,ACC0346,Amex Platinum,Active,2025-04-11,2030-04-10
CARD0929,CUST0915,ACC0433,Amex Platinum,Expired,2024-11-26,2029-11-25
CARD0930,CUST0082,ACC0695,Visa Platinum,Active,2023-05-06,2028-05-04
CARD0931,CUST0552,ACC0485,Amex Platinum,Active,2022-09-19,2027-09-18
CARD0932,CUST0882,ACC0357,Mastercard Standard,Active,2021-01-24,2026-01-23
CARD0933,CUST0557,ACC0776,Amex Platinum,Expired,2022-03-20,2027-03-19
CARD0934,CUST0411,ACC0401,Visa Gold,Expired,2024-10-16,2029-10-15
CARD0935,CUST0411,ACC0401,Visa Platinum,Active,2021-07-18,2026-07-17
CARD0936,CUST0885,ACC0074,Visa Gold,Active,2024-05-25,2029-05-24
CARD0937,CUST0602,ACC0541,Visa Platinum,Expired,2023-02-06,2028-02-05
CARD0938,CUST0449,ACC0745,Mastercard Standard,Expired,2025-06-22,2030-06-21
CARD0939,CUST0511,ACC0290,Mastercard Standard,Expired,2023-10-19,2028-10-17
CARD0940,CUST0511,ACC0290,Visa Gold,Expired,2025-11-04,2030-11-03
CARD0941,CUST0423,ACC0714,Visa Platinum,Active,2025-03-06,2030-03-05
CARD0942,CUST0905,ACC0946,Amex Platinum,Blocked,2024-11-30,2029-11-29
CARD0943,CUST0005,ACC0200,Visa Platinum,Blocked,2024-12-08,2029-12-07
CARD0944,CUST0187,ACC0718,Amex Platinum,Blocked,2025-11-25,2030-11-24
CARD0945,CUST0158,ACC0877,Mastercard Standard,Blocked,2021-05-02,2026-05-01
CARD0946,CUST0407,ACC0562,Visa Gold,Expired,2021-10-11,2026-10-10
CARD0947,CUST0185,ACC0404,Amex Platinum,Active,2023-06-14,2028-06-12
CARD0948,CUST0652,ACC0100,Mastercard Standard,Expired,2024-11-18,2029-11-17
CARD0949,CUST0507,ACC0135,Visa Gold,Blocked,2023-12-14,2028-12-12
CARD0950,CUST0589,ACC0332,Amex Platinum,Blocked,2023-07-14,2028-07-12
