WalletID,CustomerID,CardID,WalletProvider,Status
WAL0983,CUST0445,CARD0246,PayPal,Unlinked
WAL0984,CUST0013,CARD0782,PayPal,Active
WAL0985,CUST0309,CARD0168,Samsung Pay,Linked
WAL0986,CUST0125,CARD0836,Apple Pay,Linked
WAL0987,CUST0253,CARD0405,Samsung Pay,Unlinked
WAL0988,CUST0261,CARD0958,Venmo,Linked
WAL0989,CUST0538,CARD0824,Apple Pay,Linked
WAL0990,CUST0177,CARD0918,Apple Pay,Linked
WAL0991,CUST0051,CARD0988,Google Pay,Linked
WAL0992,CUST0536,CARD0472,Venmo,Unlinked
WAL0993,CUST0971,CARD0386,Samsung Pay,Unlinked
WAL0994,CUST0888,CARD0633,Apple Pay,Linked
WAL0995,CUST0827,CARD0881,Google Pay,Unlinked
WAL0996,CUST0258,CARD0608,Samsung Pay,Active
WAL0997,CUST0917,CARD0669,Samsung Pay,Unlinked
WAL0998,CUST0623,CARD0192,Apple Pay,Linked
WAL0999,CUST0833,CARD0265,Google Pay,Active
WAL1000,CUST0253,CARD0170,Samsung Pay,Unlinked
